,block,block_group,census_tract,american_indian_and_alaska_native,asian,black_or_african_american,hispanic_or_latino,native_hawaiian_and_other_pacific_islander,one_race_total,some_other_race,total_population,total_population_not_hispanic_or_latino,two_or_more_races,white
5717,1006,1,033204,0,0,0,0,0,0,0,0,0,0,0
5718,1007,1,033204,0,0,0,0,0,0,0,0,0,0,0
5719,1008,1,033204,0,41,2,35,0,133,29,144,109,11,61
5720,1009,1,033204,0,6,0,0,0,10,0,10,10,0,4
5721,1010,1,033204,0,0,0,0,0,0,0,0,0,0,0
5722,1011,1,033204,0,41,7,31,1,130,12,141,110,11,69
5723,1012,1,033204,0,1,7,5,0,14,3,19,14,5,3
5724,1013,1,033204,0,0,0,0,0,0,0,0,0,0,0
5725,1014,1,033204,2,43,4,31,0,146,14,163,132,17,83
5726,1015,1,033204,0,49,12,38,0,130,13,141,103,11,56
5727,1016,1,033204,0,16,5,6,2,36,3,37,31,1,10
5728,2000,2,033204,0,7,0,0,0,7,0,7,7,0,0
5729,2001,2,033204,12,504,101,183,5,1412,86,1480,1297,68,704
5730,3000,3,033204,0,0,0,0,0,0,0,0,0,0,0
5731,3001,3,033204,0,6,4,8,0,38,8,41,33,3,20
5732,3002,3,033204,0,0,0,0,0,0,0,0,0,0,0
5733,3003,3,033204,0,0,0,0,0,0,0,0,0,0,0
5734,3004,3,033204,0,0,0,0,0,0,0,0,0,0,0
5735,3005,3,033204,2,26,8,12,0,81,7,85,73,4,38
5736,3006,3,033204,0,0,0,0,0,2,0,2,2,0,2
5737,3007,3,033204,7,296,30,92,0,663,52,697,605,34,278
5738,3008,3,033204,2,56,11,41,1,196,25,211,170,15,101
5739,3009,3,033204,2,41,9,24,3,129,8,137,113,8,66
5740,3010,3,033204,0,0,0,0,0,0,0,0,0,0,0
5741,3011,3,033204,7,29,16,38,0,147,14,160,122,13,81
5742,3012,3,033204,0,4,0,1,0,9,0,10,9,1,5
5743,1000,1,035100,0,0,0,0,0,0,0,0,0,0,0
5744,1001,1,035100,0,0,0,0,0,0,0,0,0,0,0
5745,1002,1,035100,0,94,4,27,0,206,2,217,190,11,106
5746,1003,1,035100,0,0,0,0,0,0,0,0,0,0,0
5747,1004,1,035100,0,0,0,0,0,0,0,0,0,0,0
5748,1005,1,035100,1,133,0,11,0,211,2,218,207,7,75
5749,1006,1,035100,0,0,0,0,0,0,0,0,0,0,0
5750,1007,1,035100,1,76,0,7,0,193,1,203,196,10,115
5751,1008,1,035100,0,0,0,0,0,0,0,0,0,0,0
5752,1009,1,035100,0,88,5,6,0,167,2,173,167,6,72
5753,1010,1,035100,0,0,0,0,0,0,0,0,0,0,0
5754,1011,1,035100,0,71,6,17,1,195,4,207,190,12,113
5755,1012,1,035100,0,0,0,0,0,0,0,0,0,0,0
5756,1013,1,035100,0,64,3,15,0,177,3,177,162,0,107
5757,1014,1,035100,0,0,0,0,0,0,0,0,0,0,0
5758,2000,2,035100,0,0,0,0,0,0,0,0,0,0,0
5759,2001,2,035100,0,145,3,11,0,224,5,225,214,1,71
5760,2002,2,035100,0,152,4,7,0,222,1,232,225,10,65
5761,2003,2,035100,1,105,6,5,0,161,2,166,161,5,47
5762,2004,2,035100,0,109,8,28,0,230,6,243,215,13,107
5763,2005,2,035100,1,113,2,17,2,206,8,222,205,16,80
5764,2006,2,035100,1,92,1,11,0,166,1,169,158,3,71
5765,3000,3,035100,0,0,0,0,0,0,0,0,0,0,0
5766,3001,3,035100,0,111,0,2,1,195,0,202,200,7,83
5767,3002,3,035100,0,114,0,13,0,197,2,203,190,6,81
5768,3003,3,035100,0,130,0,5,3,200,0,206,201,6,67
5769,3004,3,035100,0,75,0,13,0,160,3,167,154,7,82
5770,3005,3,035100,1,108,5,15,0,185,8,193,178,8,63
5771,3006,3,035100,0,109,0,0,0,179,0,181,181,2,70
5772,4000,4,035100,0,0,0,0,0,0,0,0,0,0,0
5773,4001,4,035100,0,104,1,2,0,166,0,169,167,3,61
5774,4002,4,035100,0,80,0,11,0,141,4,149,138,8,57
5775,4003,4,035100,0,64,0,3,0,92,0,96,93,4,28
5776,4004,4,035100,0,118,2,5,0,183,3,186,181,3,60
5777,4005,4,035100,0,160,1,16,0,222,1,226,210,4,60
5778,4006,4,035100,0,23,0,1,0,54,1,54,53,0,30
5779,5000,5,035100,0,0,0,0,0,0,0,0,0,0,0
5780,5001,5,035100,0,70,0,11,0,131,0,135,124,4,61
5781,5002,5,035100,0,122,3,6,0,167,0,171,165,4,42
5782,5003,5,035100,0,97,4,10,0,161,2,162,152,1,58
5783,5004,5,035100,1,170,5,4,0,222,2,222,218,0,44
5784,5005,5,035100,0,103,4,10,0,147,3,153,143,6,37
5785,5006,5,035100,0,91,2,4,0,131,1,132,128,1,37
5786,6000,6,035100,0,0,0,0,0,0,0,0,0,0,0
5787,6001,6,035100,0,86,0,3,0,120,0,134,131,14,34
5788,6002,6,035100,0,87,3,11,1,177,5,181,170,4,81
5789,6003,6,035100,0,126,1,13,0,167,4,170,157,3,36
5790,6004,6,035100,0,114,0,4,0,153,0,157,153,4,39
5791,6005,6,035100,0,144,0,1,0,176,0,179,178,3,32
5792,6006,6,035100,0,80,0,11,0,125,1,140,129,15,44
5793,7000,7,035100,0,0,0,0,0,0,0,0,0,0,0
5794,7001,7,035100,0,117,0,4,0,167,4,171,167,4,46
5795,7002,7,035100,0,117,0,14,0,176,3,185,171,9,56
5796,7003,7,035100,0,130,4,17,0,180,3,180,163,0,43
5797,7004,7,035100,0,138,4,4,1,172,0,177,173,5,29
5798,7005,7,035100,0,114,4,4,0,163,1,170,166,7,44
5799,7006,7,035100,0,140,0,21,0,200,9,205,184,5,51
5800,7007,7,035100,0,100,2,12,0,157,0,162,150,5,55
5801,7008,7,035100,0,103,3,16,1,165,0,172,156,7,58
5802,1000,1,035201,0,110,0,4,0,141,4,151,147,10,27
5803,1001,1,035201,0,115,0,3,0,150,4,152,149,2,31
5804,1002,1,035201,0,142,0,6,1,178,0,186,180,8,35
5805,1003,1,035201,0,98,11,14,0,156,3,167,153,11,44
5806,1004,1,035201,0,102,13,30,1,210,5,218,188,8,89
5807,1005,1,035201,0,65,28,6,0,172,0,183,177,11,79
5808,2000,2,035201,0,0,0,0,0,0,0,0,0,0,0
5809,2001,2,035201,0,0,0,0,0,0,0,0,0,0,0
5810,2002,2,035201,0,0,0,0,0,0,0,0,0,0,0
5811,2003,2,035201,0,0,0,0,0,0,0,0,0,0,0
5812,2004,2,035201,0,0,0,0,0,0,0,0,0,0,0
5813,2005,2,035201,0,30,5,4,0,103,0,112,108,9,68
5814,2006,2,035201,0,122,8,9,0,188,4,198,189,10,54
5815,2007,2,035201,0,113,2,8,0,166,2,173,165,7,49
5816,2008,2,035201,1,93,7,3,0,158,0,159,156,1,57
5817,2009,2,035201,0,118,0,9,0,165,9,169,160,4,38
5818,2010,2,035201,0,131,2,4,0,177,0,185,181,8,44
5819,3000,3,035201,3,98,2,5,0,169,2,169,164,0,64
5820,3001,3,035201,0,115,7,3,0,173,1,184,181,11,50
5821,3002,3,035201,0,116,2,13,0,178,1,185,172,7,59
5822,3003,3,035201,0,113,2,5,0,153,4,161,156,8,34
5823,3004,3,035201,1,61,7,13,0,178,7,189,176,11,102
5824,3005,3,035201,1,57,8,14,0,157,3,169,155,12,88
5825,4000,4,035201,0,97,0,11,0,164,12,169,158,5,55
5826,4001,4,035201,0,102,2,7,0,169,2,175,168,6,63
5827,4002,4,035201,0,89,5,10,3,170,1,177,167,7,72
5828,4003,4,035201,3,90,6,15,0,158,7,173,158,15,52
5829,4004,4,035201,0,62,6,19,0,173,6,180,161,7,99
5830,4005,4,035201,3,60,10,21,2,287,7,298,277,11,205
5831,5000,5,035201,0,115,0,15,0,166,1,171,156,5,50
5832,5001,5,035201,0,79,0,4,1,102,1,106,102,4,21
5833,5002,5,035201,0,128,0,4,4,184,0,188,184,4,52
5834,5003,5,035201,1,123,2,6,0,164,0,172,166,8,38
5835,5004,5,035201,2,100,8,7,0,174,0,191,184,17,64
5836,5005,5,035201,1,64,5,17,0,175,2,190,173,15,103
5837,1000,1,035202,1,117,2,8,0,193,0,194,186,1,73
5838,1001,1,035202,0,0,0,0,0,0,0,0,0,0,0
5839,1002,1,035202,0,78,4,14,0,191,5,202,188,11,104
5840,1003,1,035202,0,1,0,1,0,5,0,5,4,0,4
5841,1004,1,035202,2,87,5,28,0,245,14,260,232,15,137
5842,1005,1,035202,0,0,0,0,0,0,0,0,0,0,0
5843,1006,1,035202,1,125,7,30,0,269,9,279,249,10,127
5844,1007,1,035202,0,0,0,0,0,0,0,0,0,0,0
5845,1008,1,035202,4,111,7,31,5,250,7,260,229,10,116
5846,1009,1,035202,0,0,0,0,0,0,0,0,0,0,0
5847,1010,1,035202,0,158,5,26,2,324,8,336,310,12,151
5848,1011,1,035202,0,0,0,0,0,0,0,0,0,0,0
5849,1012,1,035202,0,0,0,0,0,0,0,0,0,0,0
5850,1013,1,035202,0,0,0,0,0,0,0,0,0,0,0
5851,2000,2,035202,0,114,0,10,0,173,11,174,164,1,48
5852,2001,2,035202,0,85,3,9,0,168,5,175,166,7,75
5853,2002,2,035202,1,121,3,15,1,217,6,219,204,2,85
5854,2003,2,035202,2,102,8,26,5,229,5,246,220,17,107
5855,2004,2,035202,4,94,11,47,2,330,17,339,292,9,202
5856,2005,2,035202,4,100,6,24,0,268,5,283,259,15,153
5857,2006,2,035202,0,7,0,1,1,34,0,38,37,4,26
5858,3000,3,035202,1,106,0,13,0,192,2,204,191,12,83
5859,3001,3,035202,1,88,1,3,0,156,0,161,158,5,66
5860,3002,3,035202,0,107,0,12,0,175,10,178,166,3,58
5861,3003,3,035202,0,100,4,19,0,183,6,193,174,10,73
5862,3004,3,035202,1,56,6,24,0,243,7,253,229,10,173
5863,3005,3,035202,2,69,8,37,2,294,16,310,273,16,197
5864,3006,3,035202,0,1,0,2,1,10,0,13,11,3,8
5865,1000,1,035300,0,0,0,0,0,0,0,0,0,0,0
5866,1001,1,035300,0,1,0,0,0,15,0,15,15,0,14
5867,1002,1,035300,0,0,0,0,0,0,0,0,0,0,0
5868,1003,1,035300,0,0,0,0,0,0,0,0,0,0,0
5869,1004,1,035300,0,0,0,0,0,0,0,0,0,0,0
5870,1005,1,035300,0,102,0,15,0,145,1,154,139,9,42
5871,1006,1,035300,0,105,1,10,0,145,4,155,145,10,35
5872,1007,1,035300,0,110,2,6,0,169,1,173,167,4,56
5873,1008,1,035300,0,99,0,7,0,139,0,146,139,7,40
5874,1009,1,035300,0,123,0,10,0,158,3,163,153,5,32
5875,1010,1,035300,0,108,1,5,0,166,2,178,173,12,55
5876,2000,2,035300,0,0,0,0,0,0,0,0,0,0,0
5877,2001,2,035300,0,122,2,14,0,184,1,199,185,15,59
5878,2002,2,035300,0,116,1,15,0,175,4,179,164,4,54
5879,2003,2,035300,0,140,1,17,1,218,6,237,220,19,70
5880,2004,2,035300,1,99,0,8,0,146,2,148,140,2,44
5881,2005,2,035300,0,107,2,7,0,154,0,156,149,2,45
5882,2006,2,035300,0,151,3,11,0,213,2,226,215,13,57
5883,2007,2,035300,0,157,0,8,0,194,7,197,189,3,30
5884,2008,2,035300,0,104,0,10,0,173,8,176,166,3,61
5885,2009,2,035300,0,0,0,0,0,0,0,0,0,0,0
5886,3000,3,035300,0,0,0,0,0,0,0,0,0,0,0
5887,3001,3,035300,0,83,1,12,0,157,4,162,150,5,69
5888,3002,3,035300,0,115,3,10,0,162,0,174,164,12,44
5889,3003,3,035300,0,110,0,4,0,158,3,158,154,0,45
5890,3004,3,035300,0,45,1,8,0,77,1,77,69,0,30
5891,3005,3,035300,0,0,0,0,0,0,0,0,0,0,0
5892,3006,3,035300,0,97,4,6,0,141,1,143,137,2,39
5893,3007,3,035300,1,131,1,8,4,185,4,187,179,2,44
5894,3008,3,035300,1,102,0,8,0,157,1,157,149,0,53
5895,3009,3,035300,0,0,0,0,0,0,0,0,0,0,0
5896,4000,4,035300,0,0,0,0,0,0,0,0,0,0,0
5897,4001,4,035300,1,124,0,6,0,165,3,169,163,4,37
5898,4002,4,035300,0,91,1,9,1,157,0,168,159,11,64
5899,4003,4,035300,0,131,7,2,0,189,0,194,192,5,51
5900,4004,4,035300,0,104,1,10,0,156,3,160,150,4,48
5901,4005,4,035300,0,62,1,8,1,116,7,118,110,2,45
5902,4006,4,035300,0,109,0,5,1,146,3,150,145,4,33
5903,4007,4,035300,0,0,0,0,0,0,0,0,0,0,0
5904,4008,4,035300,0,0,0,0,0,0,0,0,0,0,0
5905,5000,5,035300,0,148,1,5,0,207,2,209,204,2,56
5906,5001,5,035300,0,129,2,30,6,219,6,233,203,14,76
5907,5002,5,035300,0,99,3,14,0,177,0,181,167,4,75
5908,5003,5,035300,0,130,0,29,0,237,12,242,213,5,95
5909,5004,5,035300,0,91,4,10,0,190,0,196,186,6,95
5910,5005,5,035300,0,65,0,8,0,124,5,126,118,2,54
5911,5006,5,035300,0,63,0,5,1,128,0,132,127,4,64
5912,6000,6,035300,0,131,4,8,0,175,2,182,174,7,38
5913,6001,6,035300,5,113,1,15,0,159,4,164,149,5,36
5914,6002,6,035300,0,108,0,9,0,164,8,168,159,4,48
5915,6003,6,035300,0,110,0,6,0,163,0,170,164,7,53
5916,6004,6,035300,0,118,0,1,0,148,0,168,167,20,30
5917,6005,6,035300,0,150,0,4,2,186,0,194,190,8,34
5918,6006,6,035300,4,115,6,19,0,190,3,200,181,10,62
5919,6007,6,035300,0,107,1,6,0,139,2,142,136,3,29
5920,1000,1,035400,2,83,0,18,0,139,7,148,130,9,47
5921,1001,1,035400,1,102,0,14,0,156,0,166,152,10,53
5922,1002,1,035400,0,18,1,4,0,88,0,94,90,6,69
5923,1003,1,035400,0,0,0,0,0,0,0,0,0,0,0
5924,1004,1,035400,0,11,0,9,0,69,6,75,66,6,52
5925,1005,1,035400,0,5,28,9,0,46,4,48,39,2,9
5926,1006,1,035400,0,0,0,0,0,0,0,0,0,0,0
5927,1007,1,035400,0,0,0,0,0,0,0,0,0,0,0
5928,1008,1,035400,0,0,0,0,0,0,0,0,0,0,0
5929,1009,1,035400,0,101,2,6,5,178,0,181,175,3,70
5930,1010,1,035400,4,76,2,12,0,147,0,156,144,9,65
5931,1011,1,035400,1,110,0,18,3,160,3,165,147,5,43
5932,1012,1,035400,0,83,4,12,1,167,5,179,167,12,74
5933,2000,2,035400,0,130,3,6,0,161,0,162,156,1,28
5934,2001,2,035400,1,100,0,9,0,159,2,172,163,13,56
5935,2002,2,035400,1,76,3,9,0,146,5,153,144,7,61
5936,2003,2,035400,4,85,0,17,0,154,0,160,143,6,65
5937,2004,2,035400,0,85,0,13,0,144,6,150,137,6,53
5938,2005,2,035400,1,97,0,4,0,150,0,159,155,9,52
5939,2006,2,035400,0,112,2,4,0,170,2,175,171,5,54
5940,2007,2,035400,0,82,3,10,0,127,1,131,121,4,41
5941,2008,2,035400,0,101,7,14,0,173,4,179,165,6,61
5942,3000,3,035400,0,125,10,15,0,210,2,215,200,5,73
5943,3001,3,035400,1,86,2,25,0,190,1,202,177,12,100
5944,3002,3,035400,0,0,1,0,0,1,0,1,1,0,0
5945,3003,3,035400,1,113,1,9,2,173,1,180,171,7,55
5946,3004,3,035400,1,54,3,9,0,172,1,181,172,9,113
5947,3005,3,035400,0,10,0,5,0,31,0,32,27,1,21
5948,3006,3,035400,1,150,0,3,0,194,0,201,198,7,43
5949,3007,3,035400,0,47,0,11,0,149,4,156,145,7,98
5950,4000,4,035400,5,127,7,19,0,209,7,213,194,4,63
5951,4001,4,035400,2,141,0,6,0,182,0,190,184,8,39
5952,4002,4,035400,4,100,0,22,1,173,3,189,167,16,65
5953,4003,4,035400,0,116,5,11,0,180,5,187,176,7,54
5954,4004,4,035400,0,110,0,24,0,167,4,179,155,12,53
5955,4005,4,035400,0,108,1,9,0,174,6,180,171,6,59
5956,4006,4,035400,0,90,6,22,0,187,12,201,179,14,79
5957,4007,4,035400,0,158,3,4,0,200,1,212,208,12,38
5958,4008,4,035400,0,141,1,8,0,186,2,200,192,14,42
5959,5000,5,035400,0,124,3,23,0,207,15,211,188,4,65
5960,5001,5,035400,0,116,1,12,0,182,4,182,170,0,61
5961,5002,5,035400,0,101,0,12,0,164,1,168,156,4,62
5962,5003,5,035400,1,115,0,15,0,174,1,180,165,6,57
5963,5004,5,035400,1,32,0,12,0,84,3,86,74,2,48
5964,5005,5,035400,0,46,5,15,0,96,7,101,86,5,38
5965,5006,5,035400,0,15,2,6,0,67,0,69,63,2,50
5966,5007,5,035400,0,0,0,0,0,2,0,3,3,1,2
5967,5008,5,035400,0,0,0,0,0,0,0,0,0,0,0
5968,5009,5,035400,0,3,0,5,0,23,3,25,20,2,17
5969,5010,5,035400,0,47,0,5,0,85,1,94,89,9,37
5970,5011,5,035400,0,0,0,0,0,0,0,0,0,0,0
5971,1000,1,040100,0,32,3,16,2,232,1,232,216,0,194
5972,1001,1,040100,0,2,0,2,0,16,0,16,14,0,14
5973,1002,1,040100,1,51,4,12,0,172,6,180,168,8,110
5974,1003,1,040100,0,45,8,14,0,169,4,178,164,9,112
5975,1004,1,040100,0,7,2,5,0,89,0,93,88,4,80
5976,1005,1,040100,0,29,1,8,0,152,0,156,148,4,122
5977,2000,2,040100,0,53,2,2,0,97,0,105,103,8,42
5978,2001,2,040100,0,18,1,5,0,74,0,74,69,0,55
5979,2002,2,040100,0,20,0,3,0,39,1,39,36,0,18
5980,2003,2,040100,0,103,7,30,2,278,14,296,266,18,152
5981,2004,2,040100,0,77,4,25,0,218,4,236,211,18,133
5982,2005,2,040100,1,124,9,27,0,299,7,311,284,12,158
5983,3000,3,040100,1,88,2,9,0,188,9,206,197,18,88
5984,3001,3,040100,0,118,3,11,1,232,6,244,233,12,104
5985,3002,3,040100,0,89,4,20,0,212,8,220,200,8,111
5986,3003,3,040100,1,129,1,18,0,223,6,235,217,12,86
5987,3004,3,040100,0,116,2,20,0,254,18,262,242,8,118
5988,3005,3,040100,0,81,2,16,0,183,7,191,175,8,93
5989,4000,4,040100,0,11,2,10,0,137,3,139,129,2,121
5990,4001,4,040100,0,58,7,24,0,193,2,200,176,7,126
5991,4002,4,040100,1,40,5,22,0,186,13,192,170,6,127
5992,4003,4,040100,0,0,1,2,0,14,2,14,12,0,11
5993,4004,4,040100,0,1,0,2,0,6,1,6,4,0,4
5994,4005,4,040100,0,133,3,21,0,252,5,263,242,11,111
5995,1000,1,040200,0,26,1,10,0,231,7,245,235,14,197
5996,1001,1,040200,0,13,1,5,0,113,0,122,117,9,99
5997,1002,1,040200,0,105,4,19,0,280,5,286,267,6,166
5998,1003,1,040200,0,60,2,11,0,193,3,212,201,19,128
5999,1004,1,040200,0,7,1,2,0,23,2,25,23,2,13
6000,1005,1,040200,0,97,3,17,1,177,8,188,171,11,68
6001,1006,1,040200,0,94,3,32,0,253,20,264,232,11,136
6002,1007,1,040200,14,120,3,41,0,216,13,227,186,11,66
6003,1008,1,040200,0,19,0,6,0,33,5,33,27,0,9
6004,2000,2,040200,0,33,1,3,0,52,3,53,50,1,15
6005,2001,2,040200,0,74,0,27,0,167,9,172,145,5,84
6006,2002,2,040200,0,116,2,27,1,226,9,243,216,17,98
6007,2003,2,040200,0,152,1,19,0,270,8,285,266,15,109
6008,2004,2,040200,0,112,2,11,0,179,6,191,180,12,59
6009,2005,2,040200,0,0,0,0,0,1,0,1,1,0,1
6010,3000,3,040200,0,113,0,15,0,242,5,250,235,8,124
6011,3001,3,040200,0,114,2,20,0,234,12,245,225,11,106
6012,3002,3,040200,0,82,1,7,0,203,4,205,198,2,116
6013,3003,3,040200,1,153,3,30,0,332,15,351,321,19,160
6014,3004,3,040200,0,67,2,10,9,169,1,181,171,12,90
6015,3005,3,040200,0,0,0,0,0,0,0,0,0,0,0
6016,4000,4,040200,0,13,0,8,0,111,2,116,108,5,96
6017,4001,4,040200,0,7,0,1,0,36,0,36,35,0,29
6018,4002,4,040200,0,6,0,3,0,29,0,32,29,3,23
6019,4003,4,040200,0,74,3,10,0,214,0,222,212,8,137
6020,4004,4,040200,0,82,0,17,0,222,2,236,219,14,138
6021,4005,4,040200,0,89,0,1,0,210,0,217,216,7,121
6022,4006,4,040200,0,81,3,9,0,240,12,251,242,11,144
6023,4007,4,040200,3,86,4,30,0,289,17,302,272,13,179
6024,4008,4,040200,0,0,0,0,0,0,0,0,0,0,0
6025,1000,1,042601,0,70,0,19,0,160,7,170,151,10,83
6026,1001,1,042601,2,98,2,16,0,234,6,245,229,11,126
6027,1002,1,042601,3,72,4,8,1,126,1,137,129,11,45
6028,1003,1,042601,2,130,4,37,0,276,11,286,249,10,129
6029,1004,1,042601,3,99,4,24,0,206,11,219,195,13,89
6030,1005,1,042601,0,119,0,31,0,262,18,267,236,5,125
6031,1006,1,042601,0,103,1,18,1,230,16,235,217,5,109
6032,2000,2,042601,0,79,3,19,0,310,6,328,309,18,222
6033,2001,2,042601,1,103,2,16,0,216,5,221,205,5,105
6034,2002,2,042601,0,78,0,21,0,253,7,265,244,12,168
6035,2003,2,042601,1,86,2,1,0,207,1,217,216,10,117
6036,2004,2,042601,0,78,8,23,0,278,0,293,270,15,192
6037,2005,2,042601,4,106,10,19,0,222,7,231,212,9,95
6038,2006,2,042601,0,121,3,16,0,272,11,295,279,23,137
6039,2007,2,042601,0,121,4,11,0,256,6,278,267,22,125
6040,1000,1,042602,0,1,0,0,0,2,0,2,2,0,1
6041,1001,1,042602,1,71,1,7,0,203,6,208,201,5,124
6042,1002,1,042602,1,91,5,15,1,242,10,254,239,12,134
6043,1003,1,042602,0,55,1,6,0,123,1,133,127,10,66
6044,1004,1,042602,0,65,3,14,0,159,3,166,152,7,88
6045,1005,1,042602,0,67,0,20,0,178,8,191,171,13,103
6046,1006,1,042602,0,0,0,0,0,0,0,0,0,0,0
6047,2000,2,042602,0,0,0,0,0,0,0,0,0,0,0
6048,2001,2,042602,1,39,0,8,0,192,3,200,192,8,149
6049,2002,2,042602,0,45,4,9,0,189,0,192,183,3,140
6050,2003,2,042602,3,91,6,10,0,237,3,248,238,11,134
6051,2004,2,042602,0,62,5,10,0,204,0,227,217,23,137
6052,2005,2,042602,1,88,8,16,0,210,2,219,203,9,111
6053,2006,2,042602,0,0,0,0,0,0,0,0,0,0,0
6054,3000,3,042602,0,0,0,0,0,1,0,1,1,0,1
6055,3001,3,042602,1,68,2,10,0,187,3,198,188,11,113
6056,3002,3,042602,0,90,1,10,0,229,2,243,233,14,136
6057,3003,3,042602,1,64,1,12,0,230,5,244,232,14,159
6058,3004,3,042602,0,113,2,20,0,257,8,275,255,18,134
6059,3005,3,042602,0,106,2,16,0,232,4,242,226,10,120
6060,3006,3,042602,0,0,0,0,0,0,0,0,0,0,0
6061,1000,1,042700,2,79,1,10,0,160,1,165,155,5,77
6062,1001,1,042700,0,116,7,16,0,317,4,331,315,14,190
6063,1002,1,042700,0,124,6,22,0,305,13,318,296,13,162
6064,1003,1,042700,9,139,3,21,0,266,6,276,255,10,109
6065,1004,1,042700,1,95,6,19,0,272,5,280,261,8,165
6066,1005,1,042700,0,161,2,54,0,345,19,358,304,13,163
6067,2000,2,042700,2,131,5,10,0,282,4,284,274,2,140
6068,2001,2,042700,1,175,11,29,1,320,8,330,301,10,124
6069,2002,2,042700,0,139,4,5,0,281,0,291,286,10,138
6070,2003,2,042700,0,123,7,15,0,276,5,293,278,17,141
6071,2004,2,042700,4,125,1,31,0,268,11,294,263,26,127
6072,2005,2,042700,0,0,0,0,0,0,0,0,0,0,0
6073,2006,2,042700,1,190,2,3,0,313,5,324,321,11,115
6074,3000,3,042700,0,96,2,12,0,226,0,241,229,15,128
6075,3001,3,042700,0,120,3,17,0,265,7,286,269,21,135
6076,3002,3,042700,0,73,2,22,0,170,3,189,167,19,92
6077,3003,3,042700,1,68,1,8,1,165,2,166,158,1,92
6078,3004,3,042700,1,88,7,16,1,242,6,259,243,17,139
6079,3005,3,042700,0,13,0,14,0,90,8,94,80,4,69
6080,3006,3,042700,0,9,0,1,1,22,0,22,21,0,12
6081,3007,3,042700,0,111,2,7,0,207,2,207,200,0,92
6082,3008,3,042700,3,196,11,12,0,302,8,318,306,16,84
6083,1000,1,042800,0,12,0,0,0,88,0,92,92,4,76
6084,1001,1,042800,0,50,4,5,1,172,0,183,178,11,117
6085,1002,1,042800,1,34,2,8,0,169,0,173,165,4,132
6086,1003,1,042800,0,16,0,0,0,61,0,66,66,5,45
6087,1004,1,042800,0,10,0,1,0,52,0,52,51,0,42
6088,1005,1,042800,0,17,0,2,0,52,0,52,50,0,35
6089,1006,1,042800,1,64,3,13,0,214,4,225,212,11,142
6090,1007,1,042800,0,13,0,0,0,44,0,50,50,6,31
6091,1008,1,042800,0,7,0,2,0,37,0,43,41,6,30
6092,1009,1,042800,0,23,0,4,0,78,0,82,78,4,55
6093,1010,1,042800,0,12,0,0,0,73,0,77,77,4,61
6094,2000,2,042800,0,0,0,0,0,0,0,0,0,0,0
6095,2001,2,042800,0,18,1,5,0,108,0,118,113,10,89
6096,2002,2,042800,0,13,0,0,0,27,0,27,27,0,14
6097,2003,2,042800,0,15,0,2,0,56,0,62,60,6,41
6098,2004,2,042800,0,0,0,0,0,0,0,0,0,0,0
6099,2005,2,042800,0,1,0,0,0,8,0,9,9,1,7
6100,2006,2,042800,0,31,0,5,0,183,2,183,178,0,150
6101,2007,2,042800,0,0,0,0,0,0,0,0,0,0,0
6102,2008,2,042800,0,3,0,0,0,49,0,49,49,0,46
6103,2009,2,042800,0,1,0,0,0,36,0,37,37,1,35
6104,2010,2,042800,0,5,0,0,0,39,0,39,39,0,34
6105,2011,2,042800,0,12,0,1,0,46,0,50,49,4,34
6106,2012,2,042800,0,7,4,3,0,44,1,46,43,2,32
6107,2013,2,042800,0,3,0,3,0,31,0,31,28,0,28
6108,2014,2,042800,0,12,0,0,0,48,0,49,49,1,36
6109,3000,3,042800,0,0,0,0,0,0,0,0,0,0,0
6110,3001,3,042800,0,0,0,0,0,0,0,0,0,0,0
6111,3002,3,042800,1,17,0,9,0,88,2,97,88,9,68
6112,3003,3,042800,0,3,3,0,0,42,0,42,42,0,36
6113,3004,3,042800,0,9,0,2,0,51,4,52,50,1,38
6114,3005,3,042800,0,5,0,2,0,48,0,48,46,0,43
6115,3006,3,042800,0,23,0,5,0,109,0,109,104,0,86
6116,3007,3,042800,0,20,2,4,0,149,2,150,146,1,125
6117,3008,3,042800,0,15,0,3,0,82,0,83,80,1,67
6118,1000,1,045100,0,0,0,0,0,0,0,0,0,0,0
6119,1001,1,045100,0,162,9,28,8,358,13,374,346,16,166
6120,1002,1,045100,0,124,8,15,0,215,7,228,213,13,76
6121,1003,1,045100,0,0,0,0,0,0,0,0,0,0,0
6122,1004,1,045100,0,165,16,12,0,292,3,304,292,12,108
6123,1005,1,045100,0,162,5,18,0,322,5,338,320,16,150
6124,1006,1,045100,0,108,14,15,2,301,3,310,295,9,174
6125,1007,1,045100,0,152,7,12,0,245,7,253,241,8,79
6126,1008,1,045100,0,27,0,11,0,133,0,142,131,9,106
6127,1009,1,045100,0,51,4,30,1,216,14,222,192,6,146
6128,2000,2,045100,0,122,2,29,0,271,22,285,256,14,125
6129,2001,2,045100,0,141,4,12,0,263,6,272,260,9,112
6130,2002,2,045100,6,171,2,15,1,284,3,302,287,18,101
6131,2003,2,045100,2,107,10,33,0,285,17,305,272,20,149
6132,2004,2,045100,0,51,2,4,0,113,0,119,115,6,60
6133,2005,2,045100,0,25,1,7,0,95,0,99,92,4,69
6134,3000,3,045100,0,0,0,0,0,0,0,0,0,0,0
6135,3001,3,045100,1,123,1,7,0,201,2,216,209,15,74
6136,3002,3,045100,2,177,10,32,0,284,20,300,268,16,75
