,block,block_group,census_tract,american_indian_and_alaska_native,asian,black_or_african_american,hispanic_or_latino,native_hawaiian_and_other_pacific_islander,one_race_total,some_other_race,total_population,total_population_not_hispanic_or_latino,two_or_more_races,white
434,2017,2,011700,1,1,3,1,1,10,1,10,9,0,3
435,2018,2,011700,0,0,0,0,0,6,0,6,6,0,6
436,2019,2,011700,0,0,1,0,0,3,0,3,3,0,2
437,2020,2,011700,0,0,2,0,0,2,0,2,2,0,0
438,2021,2,011700,2,5,33,11,0,73,1,81,70,8,32
439,2022,2,011700,0,0,0,0,0,0,0,0,0,0,0
440,2023,2,011700,0,4,0,0,0,28,0,28,28,0,24
441,2024,2,011700,0,0,0,0,0,0,0,0,0,0,0
442,2025,2,011700,0,20,7,3,0,50,1,57,54,7,22
443,2026,2,011700,0,0,0,0,0,0,0,0,0,0,0
444,2027,2,011700,1,6,7,1,0,47,0,50,49,3,33
445,2028,2,011700,1,0,2,3,0,9,0,11,8,2,6
446,2029,2,011700,0,0,3,0,0,3,0,3,3,0,0
447,1000,1,011800,0,268,4,11,0,294,5,296,285,2,17
448,1001,1,011800,0,57,0,0,0,58,0,58,58,0,1
449,1002,1,011800,0,215,0,1,0,216,0,216,215,0,1
450,1003,1,011800,0,185,0,1,0,186,1,186,185,0,0
451,1004,1,011800,1,271,7,23,0,386,11,401,378,15,96
452,1005,1,011800,0,78,1,1,0,86,0,86,85,0,7
453,1006,1,011800,0,253,0,1,0,255,0,257,256,2,2
454,1000,1,011901,0,68,4,30,0,348,7,367,337,19,269
455,1001,1,011901,2,148,24,34,0,504,2,531,497,27,328
456,2000,2,011901,4,213,22,81,0,720,22,762,681,42,459
457,2001,2,011901,10,205,45,75,7,720,28,748,673,28,425
458,1000,1,011902,0,124,6,25,0,344,6,356,331,12,208
459,1001,1,011902,1,187,4,60,7,352,19,369,309,17,134
460,1002,1,011902,1,148,16,53,0,533,13,553,500,20,355
461,1003,1,011902,7,112,20,87,3,641,29,669,582,28,470
462,2000,2,011902,1,56,7,30,0,274,12,289,259,15,198
463,2001,2,011902,0,34,0,9,0,92,2,96,87,4,56
464,2002,2,011902,0,0,0,0,0,1,0,1,1,0,1
465,2003,2,011902,0,47,5,53,3,248,25,265,212,17,168
466,1000,1,012000,1,133,27,92,3,657,43,718,626,61,450
467,1001,1,012000,10,169,29,135,0,699,81,737,602,38,410
468,1002,1,012000,0,35,7,2,0,55,0,55,53,0,13
469,1003,1,012000,3,33,10,13,0,97,5,106,93,9,46
470,1004,1,012000,0,0,0,0,0,0,0,0,0,0,0
471,1005,1,012000,0,1,3,0,0,13,0,15,15,2,9
472,1006,1,012000,4,102,23,38,0,332,14,352,314,20,189
473,2000,2,012000,5,262,20,78,2,621,31,656,578,35,301
474,2001,2,012000,4,166,31,124,2,617,41,676,552,59,373
475,2002,2,012000,0,4,0,0,0,12,0,12,12,0,8
476,2003,2,012000,0,0,0,0,0,2,0,2,2,0,2
477,2004,2,012000,0,0,0,0,0,0,0,0,0,0,0
478,2005,2,012000,1,3,0,8,1,28,13,28,20,0,10
479,2006,2,012000,1,200,25,88,0,451,44,476,388,25,181
480,1000,1,012100,1,100,30,60,1,485,24,510,450,25,329
481,1001,1,012100,9,191,41,121,2,723,55,766,645,43,425
482,1002,1,012100,13,170,44,105,1,782,43,838,733,56,511
483,1003,1,012100,2,128,12,37,0,352,10,365,328,13,200
484,1004,1,012100,0,14,2,3,0,43,1,46,43,3,26
485,1005,1,012100,0,30,2,7,0,82,0,87,80,5,50
486,1006,1,012100,0,53,0,2,0,112,0,113,111,1,59
487,2000,2,012100,0,98,9,45,0,284,13,304,259,20,164
488,2001,2,012100,4,154,33,72,0,502,23,538,466,36,288
489,2002,2,012100,6,19,16,17,0,133,7,143,126,10,85
490,2003,2,012100,7,61,1,28,0,111,8,123,95,12,34
491,1000,1,012201,5,219,46,306,1,887,148,963,657,76,468
492,1001,1,012201,2,60,18,56,3,298,27,329,273,31,188
493,1002,1,012201,10,122,48,179,2,526,88,562,383,36,256
494,1003,1,012201,10,190,44,249,1,794,107,845,596,51,442
495,2000,2,012201,3,237,31,223,3,886,91,932,709,46,521
496,2001,2,012201,11,341,72,263,0,899,160,936,673,37,315
497,1000,1,012202,0,139,9,9,0,284,2,296,287,12,134
498,1001,1,012202,0,49,3,48,0,127,25,129,81,2,50
499,1002,1,012202,11,29,155,70,1,413,19,437,367,24,198
500,1003,1,012202,3,69,14,50,2,247,17,266,216,19,142
501,1004,1,012202,3,268,111,71,5,611,27,655,584,44,197
502,1005,1,012202,6,24,2,142,0,202,74,209,67,7,96
503,1006,1,012202,0,0,0,0,0,0,0,0,0,0,0
504,1007,1,012202,0,15,2,3,0,64,1,67,64,3,46
505,1008,1,012202,2,196,40,68,1,497,31,522,454,25,227
506,1009,1,012202,5,19,24,36,0,156,13,171,135,15,95
507,1010,1,012202,0,13,8,23,0,82,12,94,71,12,49
508,1011,1,012202,0,0,0,0,0,0,0,0,0,0,0
509,1012,1,012202,0,18,10,27,1,94,5,103,76,9,60
510,1013,1,012202,3,1,16,3,0,33,1,37,34,4,12
511,1000,1,012301,2,25,11,5,0,72,1,73,68,1,33
512,1001,1,012301,0,0,0,0,0,0,0,0,0,0,0
513,1002,1,012301,2,90,8,2,0,124,1,128,126,4,23
514,1003,1,012301,0,4,2,4,0,15,1,15,11,0,8
515,1004,1,012301,0,0,2,1,0,4,0,4,3,0,2
516,1005,1,012301,11,235,222,258,2,1090,103,1142,884,52,517
517,1006,1,012301,0,94,10,9,0,156,2,159,150,3,50
518,2000,2,012301,10,404,79,321,0,1150,177,1213,892,63,480
519,1000,1,012302,11,257,57,118,2,894,37,942,824,48,530
520,1001,1,012302,5,222,75,116,3,770,45,821,705,51,420
521,2000,2,012302,0,0,0,0,0,0,0,0,0,0,0
522,2001,2,012302,0,31,18,26,0,136,22,139,113,3,65
523,2002,2,012302,2,269,13,34,0,436,11,448,414,12,141
524,2003,2,012302,1,36,10,27,0,179,6,191,164,12,126
525,2004,2,012302,6,131,72,35,5,375,13,391,356,16,148
526,2005,2,012302,2,61,4,16,0,138,0,141,125,3,71
527,1000,1,012401,6,129,16,122,2,398,61,441,319,43,184
528,1001,1,012401,15,325,66,177,2,737,94,767,590,30,235
529,1002,1,012401,3,178,87,180,5,699,98,737,557,38,328
530,2000,2,012401,15,303,186,228,2,922,138,959,731,37,278
531,2001,2,012401,20,227,93,883,4,1442,564,1498,615,56,534
532,2002,2,012401,3,117,81,262,5,641,164,673,411,32,271
533,1000,1,012402,10,122,19,152,0,478,65,508,356,30,262
534,1001,1,012402,3,45,72,68,1,266,40,283,215,17,105
535,1002,1,012402,0,0,0,1,0,3,0,3,2,0,3
536,1003,1,012402,0,0,0,0,0,1,0,1,1,0,1
537,1004,1,012402,3,2,16,21,1,102,2,105,84,3,78
538,1005,1,012402,0,1,0,1,0,5,0,5,4,0,4
539,1006,1,012402,1,8,36,15,0,151,8,155,140,4,98
540,1007,1,012402,0,0,0,0,0,0,0,0,0,0,0
541,2000,2,012402,0,0,0,0,0,0,0,0,0,0,0
542,2001,2,012402,0,0,1,1,0,4,1,4,3,0,2
543,2002,2,012402,0,0,0,0,0,0,0,0,0,0,0
544,2003,2,012402,0,0,1,0,0,2,0,2,2,0,1
545,2004,2,012402,0,0,0,0,0,1,0,1,1,0,1
546,2005,2,012402,0,0,0,0,0,1,0,1,1,0,1
547,2006,2,012402,0,4,0,4,0,21,0,21,17,0,17
548,2007,2,012402,0,0,0,0,0,0,0,0,0,0,0
549,2008,2,012402,0,0,1,0,0,3,0,3,3,0,2
550,2009,2,012402,0,0,4,1,0,5,0,5,4,0,1
551,2010,2,012402,0,0,1,0,0,2,0,2,2,0,1
552,2011,2,012402,0,0,0,0,0,2,0,2,2,0,2
553,2012,2,012402,0,0,0,0,0,0,0,0,0,0,0
554,2013,2,012402,0,14,2,10,0,39,3,39,29,0,20
555,2014,2,012402,1,49,9,29,0,268,7,280,251,12,202
556,2015,2,012402,2,98,35,46,3,487,12,512,466,25,337
557,2016,2,012402,0,0,0,0,0,0,0,0,0,0,0
558,2017,2,012402,0,28,3,19,0,103,6,109,90,6,66
559,2018,2,012402,0,0,0,0,0,0,0,0,0,0,0
560,2019,2,012402,0,0,0,0,0,0,0,0,0,0,0
561,3000,3,012402,0,170,8,20,0,251,10,256,236,5,63
562,3001,3,012402,4,37,22,58,2,180,36,194,136,14,79
563,3002,3,012402,0,0,0,0,0,0,0,0,0,0,0
564,3003,3,012402,2,16,29,22,1,132,7,141,119,9,77
565,3004,3,012402,5,73,145,200,1,568,95,631,431,63,249
566,3005,3,012402,3,9,16,49,0,133,35,138,89,5,70
567,3006,3,012402,6,231,4,60,0,554,24,573,513,19,289
568,3007,3,012402,0,0,0,0,0,0,0,0,0,0,0
569,1000,1,012501,0,0,1,0,0,2,0,2,2,0,1
570,1001,1,012501,8,261,43,174,2,574,81,596,422,22,179
571,1002,1,012501,13,409,41,297,0,1002,168,1047,750,45,371
572,1003,1,012501,29,243,486,320,38,1906,159,1994,1674,88,951
573,1004,1,012501,2,0,30,8,0,55,3,58,50,3,20
574,1005,1,012501,0,0,0,0,0,0,0,0,0,0,0
575,1006,1,012501,0,0,0,0,0,2,0,2,2,0,2
576,1007,1,012501,0,40,3,16,0,86,5,89,73,3,38
577,2000,2,012501,0,0,1,0,0,2,0,2,2,0,1
578,2001,2,012501,0,23,7,21,0,112,7,121,100,9,75
579,2002,2,012501,3,226,107,66,0,550,29,571,505,21,185
580,2003,2,012501,16,60,185,105,7,633,44,687,582,54,321
581,2004,2,012501,4,25,16,13,0,108,6,116,103,8,57
582,2005,2,012501,0,10,3,2,0,47,2,50,48,3,32
583,1000,1,012502,9,259,125,88,2,699,24,745,657,46,280
584,1001,1,012502,19,502,146,327,11,1163,217,1215,888,52,268
585,2000,2,012502,7,323,227,163,11,937,93,980,817,43,276
586,2001,2,012502,9,467,66,228,7,839,86,881,653,42,204
587,1000,1,012601,0,40,3,13,1,270,2,274,261,4,224
588,1001,1,012601,0,12,0,14,0,210,4,214,200,4,194
589,1002,1,012601,0,23,2,16,0,180,4,187,171,7,151
590,1003,1,012601,1,10,0,1,0,119,0,126,125,7,108
591,1004,1,012601,1,5,1,4,0,95,0,102,98,7,88
592,1005,1,012601,0,21,0,11,1,141,4,149,138,8,115
593,1006,1,012601,1,17,1,2,0,143,0,146,144,3,124
594,1007,1,012601,1,12,4,16,0,199,5,204,188,5,177
595,1008,1,012601,0,17,2,15,0,259,0,267,252,8,240
596,1009,1,012601,1,55,2,19,0,402,6,418,399,16,338
597,1010,1,012601,0,8,0,6,0,111,0,111,105,0,103
598,1011,1,012601,0,5,0,0,0,40,0,44,44,4,35
599,1012,1,012601,0,4,0,9,0,85,2,87,78,2,79
600,1000,1,012602,0,0,0,0,0,0,0,0,0,0,0
601,1001,1,012602,0,0,0,0,0,0,0,0,0,0,0
602,1002,1,012602,0,0,0,0,0,0,0,0,0,0,0
603,1003,1,012602,0,0,0,2,0,3,2,3,1,0,1
604,1004,1,012602,0,1,0,0,0,1,0,1,1,0,0
605,1005,1,012602,0,10,0,4,0,71,1,74,70,3,60
606,1006,1,012602,0,10,0,8,0,98,0,103,95,5,88
607,1007,1,012602,0,14,0,9,0,106,1,112,103,6,91
608,1008,1,012602,0,0,0,0,0,0,0,0,0,0,0
609,1009,1,012602,0,0,0,0,0,0,0,0,0,0,0
610,1010,1,012602,0,6,0,1,0,57,0,57,56,0,51
611,1011,1,012602,0,5,0,5,1,126,1,129,124,3,119
612,1012,1,012602,1,27,0,15,0,268,3,277,262,9,237
613,1013,1,012602,0,0,0,0,0,0,0,0,0,0,0
614,1014,1,012602,0,0,0,0,0,0,0,0,0,0,0
615,1015,1,012602,0,17,0,6,0,187,4,192,186,5,166
616,1016,1,012602,0,16,0,8,0,151,2,151,143,0,133
617,1017,1,012602,0,18,2,2,0,97,2,99,97,2,75
618,1018,1,012602,0,4,0,5,0,121,0,124,119,3,117
619,1019,1,012602,0,11,0,9,0,239,0,248,239,9,228
620,1020,1,012602,0,0,0,0,0,0,0,0,0,0,0
621,2000,2,012602,0,32,6,3,0,194,0,197,194,3,156
622,2001,2,012602,0,0,0,0,0,0,0,0,0,0,0
623,2002,2,012602,0,0,0,0,1,6,0,8,8,2,5
624,2003,2,012602,0,0,0,0,0,0,0,0,0,0,0
625,2004,2,012602,0,0,0,0,0,14,1,14,14,0,13
626,2005,2,012602,0,0,0,0,0,1,0,2,2,1,1
627,2006,2,012602,0,0,0,0,0,7,0,7,7,0,7
628,2007,2,012602,0,0,0,0,0,0,0,0,0,0,0
629,2008,2,012602,0,9,2,19,0,146,5,149,130,3,130
630,2009,2,012602,0,20,0,6,0,214,0,217,211,3,194
631,2010,2,012602,0,0,0,0,0,0,0,0,0,0,0
632,2011,2,012602,0,27,3,9,0,252,0,257,248,5,222
633,2012,2,012602,0,21,1,7,0,198,0,206,199,8,176
634,2013,2,012602,0,45,5,16,0,282,2,282,266,0,230
635,2014,2,012602,0,0,0,0,0,0,0,0,0,0,0
636,2015,2,012602,0,0,0,0,0,0,0,0,0,0,0
637,2016,2,012602,0,0,0,0,0,0,0,0,0,0,0
638,1000,1,012700,0,0,0,0,0,0,0,0,0,0,0
639,1001,1,012700,0,0,0,0,0,0,0,0,0,0,0
640,1002,1,012700,0,0,0,0,0,0,0,0,0,0,0
641,1003,1,012700,0,0,0,0,0,0,0,0,0,0,0
642,1004,1,012700,0,0,0,0,0,0,0,0,0,0,0
643,1005,1,012700,0,0,0,0,0,0,0,0,0,0,0
644,1006,1,012700,0,0,0,0,0,0,0,0,0,0,0
645,1007,1,012700,0,0,0,0,0,0,0,0,0,0,0
646,1008,1,012700,0,0,0,0,0,0,0,0,0,0,0
647,1009,1,012700,0,0,0,0,0,0,0,0,0,0,0
648,1010,1,012700,0,1,0,2,0,51,0,51,49,0,50
649,1011,1,012700,1,11,0,2,0,96,0,101,99,5,84
650,1012,1,012700,0,10,0,6,0,147,2,147,141,0,135
651,1013,1,012700,0,29,0,5,0,185,0,187,182,2,156
652,1014,1,012700,0,13,0,7,0,125,0,132,125,7,112
653,1015,1,012700,0,38,1,9,0,264,3,271,262,7,222
654,1016,1,012700,0,15,1,9,0,123,1,125,116,2,106
655,1017,1,012700,0,1,0,2,0,9,0,9,7,0,8
656,1018,1,012700,0,17,3,9,0,182,4,195,186,13,158
657,1019,1,012700,0,29,1,23,0,242,4,248,225,6,208
658,1020,1,012700,0,9,0,8,0,74,2,77,69,3,63
659,1021,1,012700,0,0,0,0,0,0,0,0,0,0,0
660,2000,2,012700,0,19,1,14,0,206,3,209,195,3,183
661,2001,2,012700,1,18,1,13,0,218,3,224,211,6,195
662,2002,2,012700,0,16,0,2,0,126,0,136,134,10,110
663,2003,2,012700,0,16,1,5,0,173,5,185,180,12,151
664,2004,2,012700,1,23,0,15,0,211,2,215,200,4,185
665,2005,2,012700,0,21,0,11,0,209,0,213,202,4,188
666,3000,3,012700,0,9,1,16,0,225,3,229,213,4,212
667,3001,3,012700,0,14,2,10,1,214,3,220,210,6,194
668,3002,3,012700,0,14,3,8,0,163,7,163,155,0,139
669,3003,3,012700,0,0,0,0,0,22,0,22,22,0,22
670,3004,3,012700,0,6,0,8,5,82,0,88,80,6,71
671,3005,3,012700,0,0,0,0,0,0,0,0,0,0,0
672,3006,3,012700,0,2,0,0,0,3,0,3,3,0,1
673,3007,3,012700,1,9,0,5,0,35,0,40,35,5,25
674,3008,3,012700,0,0,0,0,0,2,0,2,2,0,2
675,1000,1,012800,0,2,0,3,0,43,0,43,40,0,41
676,1001,1,012800,0,18,3,5,0,99,0,106,101,7,78
677,1002,1,012800,0,11,0,2,0,62,1,64,62,2,50
678,1003,1,012800,0,0,0,0,0,0,0,0,0,0,0
679,1004,1,012800,1,8,0,1,0,99,1,99,98,0,89
680,1005,1,012800,0,16,0,7,0,94,1,99,92,5,77
681,1006,1,012800,0,4,0,2,0,25,1,25,23,0,20
682,1007,1,012800,0,0,0,0,0,0,0,0,0,0,0
683,1008,1,012800,0,12,1,7,0,124,1,126,119,2,110
684,1009,1,012800,0,8,1,4,0,188,1,191,187,3,178
685,1010,1,012800,0,8,0,2,1,78,2,80,78,2,67
686,1011,1,012800,0,5,0,4,0,72,1,75,71,3,66
687,1012,1,012800,0,19,0,4,0,87,0,92,88,5,68
688,1013,1,012800,0,0,0,0,0,0,0,0,0,0,0
689,1014,1,012800,0,2,0,0,0,102,0,102,102,0,100
690,1015,1,012800,0,24,2,9,0,227,0,234,225,7,201
691,1016,1,012800,0,3,0,0,0,68,0,71,71,3,65
692,1017,1,012800,0,13,0,11,0,161,0,166,155,5,148
693,2000,2,012800,0,4,1,7,0,98,0,98,91,0,93
694,2001,2,012800,0,9,0,3,0,119,0,119,116,0,110
695,2002,2,012800,0,5,3,2,0,125,5,127,125,2,112
696,2003,2,012800,0,5,0,8,0,98,4,99,91,1,89
697,2004,2,012800,0,3,0,12,0,93,0,94,82,1,90
698,2005,2,012800,0,3,0,1,0,104,2,107,106,3,99
699,2006,2,012800,0,5,0,2,0,98,0,98,96,0,93
700,2007,2,012800,0,3,0,2,0,83,0,85,83,2,80
701,3000,3,012800,0,20,0,2,0,99,1,101,99,2,78
702,3001,3,012800,0,7,1,3,0,144,0,146,143,2,136
703,3002,3,012800,0,18,3,10,0,105,2,118,108,13,82
704,3003,3,012800,0,0,0,0,0,0,0,0,0,0,0
705,3004,3,012800,0,9,0,4,0,120,0,124,120,4,111
706,3005,3,012800,0,20,0,12,1,157,0,161,149,4,136
707,3006,3,012800,0,0,0,0,0,0,0,0,0,0,0
708,3007,3,012800,0,14,2,5,0,127,4,133,128,6,107
709,3008,3,012800,1,12,1,6,0,141,0,148,142,7,127
710,4000,4,012800,0,23,3,13,1,126,5,128,115,2,94
711,4001,4,012800,1,21,13,17,0,177,3,188,171,11,139
712,4002,4,012800,0,10,0,3,0,75,2,79,76,4,63
713,4003,4,012800,0,0,0,0,0,0,0,0,0,0,0
714,4004,4,012800,0,4,0,4,0,37,0,39,35,2,33
715,4005,4,012800,0,16,0,13,0,172,3,174,161,2,153
716,4006,4,012800,0,0,0,0,0,0,0,0,0,0,0
717,4007,4,012800,0,10,1,7,0,163,2,167,160,4,150
718,1000,1,012901,1,44,3,15,0,237,3,243,228,6,186
719,1001,1,012901,0,21,0,4,1,198,0,201,197,3,176
720,1002,1,012901,1,19,4,19,0,239,4,244,225,5,211
721,1003,1,012901,0,0,0,0,0,0,0,0,0,0,0
722,1004,1,012901,0,50,4,8,0,212,0,217,209,5,158
723,1005,1,012901,0,26,3,6,0,108,1,114,108,6,78
724,1006,1,012901,0,27,2,24,0,215,2,231,207,16,184
725,1007,1,012901,0,0,0,0,0,0,0,0,0,0,0
726,1008,1,012901,0,0,0,0,0,0,0,0,0,0,0
727,2000,2,012901,2,32,2,18,0,225,2,230,212,5,187
728,2001,2,012901,0,21,0,21,0,204,1,212,191,8,182
729,2002,2,012901,1,31,0,16,0,273,3,279,263,6,238
730,2003,2,012901,0,27,2,4,2,175,2,179,175,4,142
731,2004,2,012901,1,22,0,11,0,164,0,169,158,5,141
732,2005,2,012901,0,23,5,13,0,229,0,238,225,9,201
733,1000,1,012902,0,40,2,29,1,315,11,326,297,11,261
734,1001,1,012902,1,31,1,11,0,246,4,258,247,12,209
735,1002,1,012902,0,26,1,18,0,209,5,221,203,12,177
736,1003,1,012902,0,21,3,12,0,167,0,176,164,9,143
737,1004,1,012902,0,32,0,9,1,180,6,184,175,4,141
738,1005,1,012902,0,8,2,18,0,148,2,153,135,5,136
739,1006,1,012902,0,0,0,0,0,0,0,0,0,0,0
740,2000,2,012902,1,21,0,7,0,203,0,203,196,0,181
741,2001,2,012902,0,36,1,10,0,232,2,239,229,7,193
742,2002,2,012902,0,48,5,22,2,277,8,293,271,16,214
743,2003,2,012902,0,9,0,12,0,150,5,156,144,6,136
744,2004,2,012902,0,21,4,3,0,92,0,100,97,8,67
745,2005,2,012902,0,0,0,0,0,0,0,0,0,0,0
746,2006,2,012902,0,24,9,18,0,156,5,164,146,8,118
747,3000,3,012902,0,0,0,0,0,0,0,0,0,0,0
748,3001,3,012902,0,0,0,0,0,0,0,0,0,0,0
749,3002,3,012902,0,10,1,11,0,103,4,110,99,7,88
750,3003,3,012902,0,8,4,3,0,66,0,70,67,4,54
751,3004,3,012902,1,34,0,15,0,190,5,198,183,8,150
752,3005,3,012902,0,0,0,0,0,0,0,0,0,0,0
753,3006,3,012902,0,0,0,0,0,0,0,0,0,0,0
754,3007,3,012902,0,26,3,4,0,70,0,71,67,1,41
755,3008,3,012902,0,0,0,0,0,0,0,0,0,0,0
756,3009,3,012902,0,0,0,3,0,5,1,5,2,0,4
757,3010,3,012902,1,9,0,7,0,74,0,79,72,5,64
758,3011,3,012902,0,3,0,7,0,60,1,60,53,0,56
759,3012,3,012902,1,9,0,6,0,107,2,112,106,5,95
760,3013,3,012902,0,16,0,4,0,79,0,85,81,6,63
761,3014,3,012902,0,14,0,6,0,107,0,113,107,6,93
762,1000,1,013000,1,33,0,8,0,196,3,203,195,7,159
763,1001,1,013000,1,27,0,16,0,204,2,207,191,3,174
764,1002,1,013000,0,3,1,8,0,85,2,87,79,2,79
765,1003,1,013000,0,19,0,11,0,158,0,160,149,2,139
766,1004,1,013000,1,33,7,13,0,283,1,292,279,9,241
767,1005,1,013000,1,7,0,12,0,179,7,183,171,4,164
768,2000,2,013000,0,26,1,9,0,184,1,190,181,6,156
769,2001,2,013000,0,26,0,7,0,182,0,187,180,5,156
770,2002,2,013000,0,12,1,10,1,150,2,150,140,0,134
771,2003,2,013000,0,5,2,3,0,87,0,89,86,2,80
772,2004,2,013000,1,9,0,13,0,157,2,166,153,9,145
773,2005,2,013000,0,21,4,25,0,235,2,237,212,2,208
774,3000,3,013000,0,17,1,5,0,112,1,114,109,2,93
775,3001,3,013000,0,11,2,8,0,130,1,134,126,4,116
776,3002,3,013000,0,12,2,10,0,144,1,151,141,7,129
777,3003,3,013000,0,10,1,10,0,152,4,159,149,7,137
778,3004,3,013000,1,30,2,11,0,256,1,267,256,11,222
779,3005,3,013000,1,7,0,2,0,143,1,146,144,3,134
780,4000,4,013000,0,10,0,9,0,86,1,90,81,4,75
781,4001,4,013000,0,29,1,14,0,147,3,151,137,4,114
782,4002,4,013000,0,20,0,6,1,175,0,183,177,8,154
783,4003,4,013000,0,18,0,7,0,176,4,182,175,6,154
784,4004,4,013000,0,18,0,6,0,152,4,154,148,2,130
785,4005,4,013000,0,14,0,4,0,159,2,162,158,3,143
786,1000,1,013101,2,53,12,40,1,280,10,292,252,12,202
787,1001,1,013101,2,29,4,18,0,321,3,327,309,6,283
788,1002,1,013101,2,41,4,19,0,341,4,349,330,8,290
789,1003,1,013101,0,31,4,16,0,128,3,134,118,6,90
790,1004,1,013101,0,24,0,23,0,185,5,194,171,9,156
791,1005,1,013101,1,28,4,14,0,319,2,329,315,10,284
792,2000,2,013101,0,135,4,26,0,467,4,490,464,23,324
793,2001,2,013101,0,49,5,18,0,311,4,323,305,12,253
794,2002,2,013101,0,53,2,13,1,256,2,274,261,18,198
795,2003,2,013101,0,43,6,16,2,223,4,231,215,8,168
796,2004,2,013101,0,50,20,30,1,425,9,449,419,24,345
797,2005,2,013101,0,57,6,21,2,402,4,419,398,17,333
798,1000,1,013102,0,5,1,0,0,78,0,78,78,0,72
799,1001,1,013102,0,17,0,5,0,189,0,197,192,8,172
800,1002,1,013102,0,2,0,0,0,26,0,26,26,0,24
801,1003,1,013102,0,72,8,28,1,371,4,395,367,24,286
802,1004,1,013102,0,20,2,9,0,166,2,172,163,6,142
803,1005,1,013102,0,17,5,7,1,154,5,162,155,8,126
804,1006,1,013102,2,45,2,24,0,314,4,325,301,11,261
805,2000,2,013102,0,25,3,18,0,288,4,294,276,6,256
806,2001,2,013102,2,43,0,9,0,222,0,233,224,11,177
807,2002,2,013102,0,38,6,9,0,311,0,319,310,8,267
808,2003,2,013102,0,33,2,11,0,181,3,191,180,10,143
809,2004,2,013102,1,20,4,10,0,136,7,149,139,13,104
810,2005,2,013102,0,5,0,4,0,78,0,84,80,6,73
811,1000,1,013200,1,53,1,12,0,354,0,367,355,13,299
812,1001,1,013200,0,10,4,3,0,95,4,98,95,3,77
813,1002,1,013200,0,9,0,1,0,67,1,69,68,2,57
814,1003,1,013200,0,37,4,19,0,336,3,344,325,8,292
815,1004,1,013200,0,25,1,10,0,249,3,258,248,9,220
816,1005,1,013200,1,29,1,17,0,235,4,240,223,5,200
817,1006,1,013200,0,38,4,10,0,262,3,270,260,8,217
818,1007,1,013200,0,26,6,9,1,256,2,265,256,9,221
819,1008,1,013200,0,21,0,8,0,154,3,157,149,3,130
820,2000,2,013200,0,3,0,2,0,70,2,70,68,0,65
821,2001,2,013200,0,9,5,3,0,99,1,100,97,1,84
822,2002,2,013200,0,10,5,4,0,161,1,164,160,3,145
823,2003,2,013200,0,25,2,7,0,150,0,152,145,2,123
824,2004,2,013200,0,3,0,1,1,39,1,42,41,3,34
825,2005,2,013200,0,12,0,4,0,65,0,70,66,5,53
826,2006,2,013200,0,3,1,2,1,77,0,85,83,8,72
827,3000,3,013200,0,1,0,4,0,68,0,68,64,0,67
828,3001,3,013200,0,0,0,6,0,69,1,73,67,4,68
829,3002,3,013200,0,9,6,2,0,72,0,78,76,6,57
830,3003,3,013200,0,9,1,2,0,86,0,87,85,1,76
831,3004,3,013200,0,0,0,1,1,43,0,43,42,0,42
832,3005,3,013200,0,6,0,0,0,72,2,72,72,0,64
833,3006,3,013200,0,7,1,1,0,71,4,75,74,4,59
834,3007,3,013200,0,10,0,2,0,26,0,27,25,1,16
835,3008,3,013200,0,4,0,1,0,33,0,33,32,0,29
836,3009,3,013200,0,3,0,2,0,65,1,67,65,2,61
837,3010,3,013200,0,2,0,4,0,60,1,65,61,5,57
838,3011,3,013200,0,1,0,0,0,34,0,35,35,1,33
839,3012,3,013200,0,0,0,5,0,48,1,48,43,0,47
840,3013,3,013200,0,1,0,5,0,46,0,49,44,3,45
841,3014,3,013200,0,2,0,0,0,37,0,40,40,3,35
842,3015,3,013200,0,23,2,7,0,134,1,139,132,5,108
843,3016,3,013200,0,26,0,2,0,156,0,160,158,4,130
844,3017,3,013200,0,9,1,2,0,120,0,123,121,3,110
845,3018,3,013200,0,11,2,1,0,64,3,64,63,0,48
846,3019,3,013200,0,8,0,0,0,60,0,65,65,5,52
847,1000,1,013300,1,0,1,3,0,61,0,67,64,6,59
848,1001,1,013300,0,5,1,4,0,69,0,72,68,3,63
849,1002,1,013300,0,2,0,1,0,58,0,58,57,0,56
850,1003,1,013300,0,0,0,0,0,0,0,0,0,0,0
851,1004,1,013300,0,0,0,3,0,62,0,65,62,3,62
852,1005,1,013300,0,7,1,8,0,121,0,124,116,3,113
853,1006,1,013300,0,7,0,1,0,61,0,61,60,0,54
854,1007,1,013300,0,7,0,3,0,110,0,111,108,1,103
855,1008,1,013300,0,4,1,7,0,117,0,125,118,8,112
856,2000,2,013300,0,10,4,16,0,147,0,156,140,9,133
857,2001,2,013300,0,3,0,9,0,98,0,104,95,6,95
858,2002,2,013300,0,9,0,0,0,97,0,102,102,5,88
859,2003,2,013300,0,5,1,3,0,66,0,67,64,1,60
860,2004,2,013300,0,21,2,8,0,113,3,120,112,7,87
861,2005,2,013300,0,10,4,7,0,174,1,178,171,4,159
862,2006,2,013300,0,6,4,13,0,162,4,162,149,0,148
863,2007,2,013300,0,24,0,8,0,128,2,129,121,1,102
864,3000,3,013300,0,15,1,6,0,77,2,80,74,3,59
865,3001,3,013300,0,85,1,8,0,381,3,385,377,4,292
866,3002,3,013300,0,21,8,7,1,208,2,215,208,7,176
